Sector,ID,Departamento,Distrito ,Nombre Institucion,1º Grado,2º Grado,3º Grado,4º Grado,5º Grado,6º Grado,latitud aproximada,longitud aproximada
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 402 PROFESOR PORFIRIO CHAMORRO,64,89,74,76,56,62,"25º27'39.618""S","57º24'22.446""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 572 JOHN FITZGERALD KENNEDY,}P+--,70,70,69,71,71,"27º18'45.64""S","55º52'51.861""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 539 HÉROES LUQUEÑOS,70,68,69,68,73,69,"25º15'44.633""S","57º26'15.141""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2924 NÉSTOR ROMERO VALDOVINOS,58,81,60,72,70,75,"25º15'26.77""S","57º29'45.463""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 290 DEFENSORES DEL CHACO,84,90,27,62,65,86,"22º32'2.163""S","55º44'15.572""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 1301 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,73,84,81,66,59,51,"22º32'55.918""S","55º45'27.162""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 311 OBREROS UNIDOS,69,70,59,80,76,59,"25º6'21.091""S","57º29'13.799""W"
Oficial,3,Cordillera,Emboscada,ESCUELA BÁSICA N° 169 ABRAHAM LINCOLN,85,80,70,75,43,59,"25º6'16.286""S","57º18'28.802""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1533 CIUDAD NUEVA,70,65,53,73,79,72,"25º30'9.96""S","54º40'2.324""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 14716 MUNICIPAL MARANGATU RAPÉ,65,70,67,71,68,70,"25º14'23.137""S","57º34'51.818""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 648 PROFESOR SIMEÓN RIVEROS,58,84,68,55,69,76,"25º11'57.447""S","57º27'52.2""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 824 REVERENDO PADRE LUCIANO CESTAC,67,69,79,80,60,50,"25º20'0.257""S","57º34'27.991""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2655 VERGEL LUQUEÑO,75,63,61,89,64,53,"25º18'18.39""S","57º30'23.713""W"
Oficial,7,Itapúa,Cambyretá,ESCUELA BÁSICA N° 4006 SAN JUAN BAUTISTA,67,55,59,77,70,77,"27º20'53.66""S","55º49'31.468""W"
Oficial,10,Alto Paraná,Juan E. O'Leary,ESCUELA BÁSICA N° 351 LA RESIDENTA,79,77,65,64,48,71,"25º25'16.084""S","55º22'20.296""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 5599 SAN PEDRO APÓSTOL,62,58,59,70,81,72,"25º27'37.474""S","57º30'8.751""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 281 DOCTOR LUIS ALBERTO DE HERRERA,53,64,69,59,83,72,"25º17'37.73""S","57º33'38.758""W"
Oficial,5,Caaguazú,Caaguazú,ESCUELA BÁSICA N° 3305 SANTA ISABEL,70,65,60,60,66,74,"25º27'14.511""S","56º1'59.3""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 982 SAN ISIDRO,61,69,77,66,57,64,"25º29'43.716""S","57º23'31.247""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 4777 AMISTAD II,69,79,48,69,58,71,"22º34'25.798""S","55º43'39.601""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 3725 SAN JOSÉ,65,58,80,67,64,56,"25º19'58.014""S","57º24'22.189""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 199 SILVIO PETTIROSSI,51,57,66,72,76,67,"25º16'29.172""S","57º31'24.506""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 477 DOCTOR EDUARDO LÓPEZ MOREIRA,57,63,60,77,64,68,"25º18'4.298""S","57º33'2.188""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 671 PROF. DR. CANTALICIO FRANCO TORRES,72,70,67,48,70,60,"25º19'58.812""S","57º25'13.811""W"
Oficial,5,Caaguazú,Caaguazú,ESCUELA BÁSICA N° 5027 PARAGUAY PYAHU,64,66,72,64,61,60,"25º28'23.813""S","56º0'40.751""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 1020 YVYRATY,55,77,64,68,52,69,"25º23'27.254""S","57º19'46.776""W"
Oficial,3,Cordillera,Piribebuy,ESCUELA BÁSICA N° 46 MAESTRO FERMÍN LÓPEZ,65,63,62,80,45,69,"25º27'58.684""S","57º2'42.478""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 1008 GENERAL BERNARDINO CABALLERO,72,66,68,64,54,59,"25º13'38.674""S","57º33'41.627""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 6073 SANTA MÓNICA,50,67,59,71,66,67,"25º29'1.48""S","54º44'16.314""W"
Oficial,7,Itapúa,Fram,ESCUELA BÁSICA N° 271 DON CARLOS ANTONIO LÓPEZ,68,62,61,63,63,61,"27º5'47.345""S","56º1'4.286""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 279 DOÑA DIONISIA ADELA SOSA DE FRANCO,57,58,68,54,63,78,"25º29'16.341""S","54º45'33.222""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 6117 14 DE MAYO,73,65,56,61,57,66,"25º26'52.161""S","57º30'54.108""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 382 ACOSTA ÑU,57,65,71,62,67,55,"25º25'26.02""S","57º33'32.113""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 4210 ACOSTA ÑÚ,53,65,76,67,62,53,"25º23'3.365""S","57º31'11.494""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 6116 UNIDA LA CONQUISTA,51,55,64,72,66,67,"25º23'53.127""S","57º30'46.439""W"
Oficial,2,San Pedro,Antequera,ESCUELA BÁSICA N° 252 JOSÉ DE ANTEQUERA Y CASTRO,76,61,75,52,57,54,"24º4'50.746""S","57º12'9.508""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 3404 NIÑOS MÁRTIRES DE ACOSTA ÑÚ,57,62,66,67,62,61,"25º26'9.557""S","57º30'59.153""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 2128 SEÑOR FRANCISCO MEDINA ALFONZO,65,68,57,70,55,59,"25º18'30.399""S","57º26'5.078""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2656 SANTO TOMÁS,57,49,52,74,72,70,"25º16'30.145""S","57º28'12.079""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 3748 SAN JORGE,58,67,61,67,58,63,"25º13'48.557""S","57º32'58.39""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 1541 NUEVA ESPERANZA,70,55,65,55,63,65,"27º18'59.86""S","55º49'24.409""W"
Oficial,9,Paraguarí,Carapeguá,ESCUELA BÁSICA N° 705 MONSEÑOR ANGEL NICOLAS ACHA DUARTE,61,54,68,56,64,69,"25º45'48.665""S","57º14'38.232""W"
Oficial,1,Concepción,Concepción,CENTRO REGIONAL DE EDUCACIÓN JUAN E. O'LEARY,56,57,60,65,69,65,"23º24'55.781""S","57º26'27.137""W"
Oficial,6,Caazapá,Yuty,ESCUELA BÁSICA N° 63 DOCTOR PEDRO ZARZA ROA,60,63,65,66,48,69,"26º37'1.27""S","56º14'45.828""W"
Oficial,6,Caazapá,San Juan Nepomuceno,ESCUELA BÁSICA N° 174 PROFESORA MARGARITA CABRAL CENTURIÓN,59,57,68,57,59,69,"26º6'52.725""S","55º56'18.631""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 1030 PROFESORA MARÍA EUGENIA ARCE DE CENTURIÓN,63,68,60,64,57,57,"25º18'21.706""S","57º29'26.076""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 2386 BATALLA DE YTORORÓ,64,67,58,58,64,57,"25º26'50.347""S","57º28'47.564""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 121 DOCTOR IGNACIO ALBERTO PANE,62,61,63,70,56,54,"25º19'8.432""S","57º38'25.92""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 1896 NUESTRA SEÑORA VIRGEN DE FÁTIMA,56,59,52,74,66,59,"25º22'51.501""S","54º39'17.405""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3443 SAN JOSÉ OBRERO,59,56,70,53,68,60,"25º23'50.967""S","57º28'15.286""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 3053 SAN CARLOS,55,58,57,67,61,67,"25º28'59.9""S","54º40'1.994""W"
Oficial,1,Concepción,Concepción,CENTRO REGIONAL DE EDUCACIÓN PRESIDENTE FRANCO,62,62,58,57,63,63,"23º24'33.635""S","57º26'39.255""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 434 JUAN EUDORO CÁCERES,62,63,59,62,56,62,"25º19'11.48""S","57º34'31.159""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 3537 SAN JOSÉ,65,67,54,62,58,57,"25º22'4.053""S","57º34'27.968""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 575 DOCTOR JUAN JOSÉ SOLER,63,55,65,60,61,58,"25º20'34.068""S","57º35'0.849""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 807 MANUEL GONZÁLEZ,57,63,61,70,61,50,"25º21'48.173""S","57º37'19.602""W"
Oficial,14,Canindeyú,Katueté,ESCUELA BÁSICA N° 1281 SAGRADO CORAZÓN DE JESÚS,47,62,74,59,59,61,"24º14'51.821""S","54º45'58.834""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 617 VIRGEN STELLA MARIS,69,63,54,60,59,53,"25º21'38.65""S","57º38'27.391""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 7 SOTERO COLMÁN,56,77,43,61,74,46,"25º18'5.693""S","57º39'53.028""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 515 DEFENSORES DEL CHACO,41,59,56,67,70,64,"25º20'16.408""S","57º32'38.352""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 2968 SAN JUAN BAUTISTA DE LA SALLE,56,53,60,65,66,57,"25º29'12.411""S","54º44'6.622""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 3283 JARDÍN DE ITAUGUÁ,69,62,57,57,57,55,"25º23'8.103""S","57º20'58.371""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 3540 ESPÍRITU SANTO,55,61,56,59,64,61,"25º13'40.407""S","57º28'33.371""W"
Oficial,11,Central,San Lorenzo,	ESCUELA BÁSICA N° 2393 JORGE ALCIBIADES GADEA,53,61,51,55,70,64,"25º22'22.371""S","57º29'56.281""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 3788 SUBOFICIAL INSP. O.S. EDUARDO LUIS IRRAZÁBAL MUTTI,58,66,58,55,58,59,"25º14'10.54""S","57º28'54.506""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 4555 REPÚBLICA DE TÜRKIYE,63,58,57,56,60,60,"25º18'27.435""S","57º28'44.398""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 6954 SAN CAYETANO,69,49,58,58,51,69,"25º25'39.791""S","57º28'30.96""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 334 NIÑOS DE ACOSTA ÑÚ,71,52,55,67,57,51,"25º28'39.442""S","57º24'43.491""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 2895 EL PALMAR,52,62,62,50,65,62,"25º11'20.287""S","57º29'42.749""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 6556 SUB OFICIAL GREGORIO A. BAZÁN,40,65,61,69,64,54,"25º14'50.927""S","57º26'57.988""W"
Oficial,11,Central,Guarambaré,ESCUELA BÁSICA N° 127 14 DE JULIO,60,64,56,54,62,56,"25º28'8.653""S","57º26'35.836""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 6207 SANTA CATALINA,71,57,57,59,61,47,"25º24'28.94""S","57º26'19.104""W"
Oficial,8,Misiones,San Juan Bautista,ESCUELA BÁSICA N° 237 DOCTOR PEDRO P. PEÑA,58,60,58,59,57,59,"26º40'17.321""S","57º8'27.391""W"
Oficial,11,Central,Villeta,ESCUELA BÁSICA N° 708 CARLOS ANTONIO LÓPEZ,60,52,54,54,68,63,"25º30'17.209""S","57º34'12.469""W"
Oficial,5,Caaguazú,Coronel Oviedo,ESCUELA BÁSICA N° 3364 FRAY TEODORO,51,55,58,73,56,58,"25º26'9.036""S","56º25'55.754""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 319 VIRGEN DEL ROSARIO,57,59,60,54,64,56,"25º23'22.409""S","57º24'31.927""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 2385 CESAR ZOTTI,57,59,63,66,56,48,"25º22'35.28""S","57º32'31.638""W"
Oficial,7,Itapúa,Tomás Romero Pereira,ESCUELA BÁSICA N° 2609 JULIO AFARA PAVÍA,62,56,61,60,60,50,"26º30'41.451""S","55º16'43.698""W"
Oficial,5,Caaguazú,Coronel Oviedo,ESCUELA BÁSICA N° 282 CNEL. FLORENTIN OVIEDO,43,60,55,67,61,62,"25º27'11.99""S","56º26'0.113""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 4718 SANTA LUCÍA,57,54,61,66,53,57,"25º10'4.908""S","57º29'9.472""W"
Oficial,14,Canindeyú,Salto del Guairá,ESCUELA BÁSICA N° 4281 DOCTOR DIONISIO GONZÁLEZ TORRES,56,58,50,74,53,57,"24º2'59.441""S","54º18'36.845""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 5571 NUESTRA SEÑORA DE LA ASUNCIÓN,58,57,60,53,65,55,"25º8'15.819""S","57º29'4.575""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2975 AUGUSTO ROA BASTOS,56,60,72,61,44,54,"25º28'59.421""S","54º40'31.143""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2987 JUAN PABLO SEGUNDO,50,63,56,66,56,56,"25º30'2.159""S","54º41'15.979""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 3592 MARÍA AUXILIADORA,53,50,55,68,61,60,"25º32'52.715""S","54º36'30.9""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 403 PROFESORA QUINTINA PAREDES SILVA,49,56,63,74,52,52,"25º11'30.803""S","57º32'7.642""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 600 SAN JOSÉ,46,59,67,70,58,46,"25º20'20.244""S","57º29'52.954""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 6940 VIRGEN DE LAS MERCEDES,57,57,56,67,53,56,"25º25'21.726""S","57º30'15.097""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 318 REINO UNIDO DE GRAN BRETAÑA,65,55,55,51,58,61,"25º25'34.69""S","57º30'7.669""W"
Oficial,5,Caaguazú,Raúl Arsenio Oviedo,ESCUELA BÁSICA N° 1602 LAS RESIDENTAS,69,37,56,64,56,63,"25º11'45.157""S","55º36'20.5""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 333 GENERAL EUGENIO A. GARAY,60,60,50,60,52,62,"25º14'37.921""S","57º26'15.403""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 855 SAN ANTONIO DE PADUA,55,54,55,63,57,59,"25º24'27.856""S","54º37'41.059""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 7015 SAN RAMÓN,56,58,55,57,55,60,25° 9’ 34.04” S,57° 27’ 27.64” W
Oficial,11,Central,Villeta,ESCUELA BÁSICA N° 163 PROFESOR ADOLFO MARÍA MONGES,49,58,59,58,57,59,"25º30'24.04""S","57º34'11.426""W"
Oficial,14,Canindeyú,Francisco Caballero Alvarez,ESCUELA BÁSICA N° 984 GENERAL BERNARDINO CABALLERO,63,49,61,61,55,51,"24º9'20.634""S","54º39'37.944""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 1502 PROFESORA PETRONA MARTÍNEZ VIUDA DE OCAMPOS,62,53,56,61,54,54,"25º19'43.419""S","57º26'26.086""W"
Oficial,1,Concepción,Concepción,ESCUELA BÁSICA N° 294 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,51,54,61,56,58,58,"23º24'41.714""S","57º25'35.858""W"
Oficial,10,Alto Paraná,Naranjal,ESCUELA BÁSICA N° 1317 MADRE TERESA DE CALCUTA,50,62,60,48,52,66,"25º58'20.974""S","55º11'9.204""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 3171 SAN RAMÓN,63,45,58,63,57,51,"25º23'46.849""S","54º38'47.681""W"
Oficial,5,Caaguazú,Caaguazú,ESCUELA BÁSICA N° 456 PRÓCERES DE MAYO,48,59,62,55,50,62,"25º27'40.919""S","56º1'2.371""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 24 REPÚBLICA DOMINICANA,55,59,70,52,55,44,"25º19'26.526""S","57º33'33.571""W"
Oficial,14,Canindeyú,La Paloma del Espíritu Santo,ESCUELA BÁSICA N° 1280 SAN FRANCISCO DE ASÍS,66,59,54,67,41,48,"24º08'00.4""S","54º36'39.6""W"
Oficial,2,San Pedro,Santa Rosa del Aguaray,ESCUELA BÁSICA N° 5923 SAN FRANCISCO,46,50,74,52,63,50,"23º48'11.939""S","56º30'49.722""W"
Oficial,14,Canindeyú,Nueva Esperanza,ESCUELA BÁSICA N° 4306 SAN JOSÉ OBRERO,58,67,42,57,54,56,"24º30'36.795""S","54º51'13.915""W"
Oficial,3,Cordillera,Tobatí,CENTRO EDUCATIVO SANTA TERESITA,57,54,55,55,55,58,"25º15'29.774""S","57º5'12.924""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 4659 DOMINGO MARTÍNEZ DE IRALA,55,54,50,67,48,60,"25º27'26.043""S","57º30'33.519""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 1022 VALLE KARE,57,53,52,56,54,61,"25º22'38.446""S","57º21'54.933""W"
Oficial,1,Concepción,Concepción,ESCUELA BÁSICA N° 358 MAYOR ENRIQUE   J.  PLANÁS,61,61,57,55,45,53,"23º25'9.954""S","57º26'17.67""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 5441 SAN MARCOS,56,51,60,60,55,50,"25º29'0.025""S","54º38'32.283""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 5 GENERAL JOSÉ EDUVIGIS DÍAZ,44,59,54,54,62,59,"25º17'31.371""S","57º38'30.702""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 20 REPÚBLICA DEL ECUADOR,56,42,48,64,60,62,"25º20'38.959""S","57º37'50.694""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 206 PROFESOR MANUEL RIQUELME,52,51,47,52,67,62,"25º18'31.546""S","57º37'14.52""W"
Oficial,9,Paraguarí,Acahay,ESCUELA BÁSICA N° 73 PATROCINIA GONZÁLEZ DE FRETES,49,51,53,57,56,63,"25º54'49.565""S","57º6'42.378""W"
Oficial,10,Alto Paraná,Santa Rita,ESCUELA BÁSICA N° 2703 SANTA TERESA,48,54,58,61,54,54,"25º47'34.557""S","55º5'16.476""W"
Oficial,4,Guairá,Villarrica,ESCUELA BÁSICA N° 2761 VILLARRICA DEL ESPIRITU SANTO,53,51,56,58,52,59,"25º46'55.061""S","56º27'16.569""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 7439 OÑONDIVEPÁ,58,48,54,64,47,57,"25º25'0.496""S","57º33'41.803""W"
Oficial,7,Itapúa,Capitán Miranda,ESCUELA BÁSICA N° 3323 SAN JOSÉ,49,59,61,48,56,54,"27º13'17.585""S","55º48'14.217""W"
Oficial,7,Itapúa,Cambyretá,ESCUELA BÁSICA N° 2445 SAN FRANCISCO DE ASÍS,60,55,45,61,60,45,"27º20'10.42""S","55º50'47.141""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 5549 MUNICIPAL MBOCAYATY,53,56,58,50,58,51,"25º22'26.792""S","57º34'15.695""W"
Oficial,16,Boquerón,Filadelfia,ESCUELA BÁSICA N° 7388 AMISTAD,57,58,53,54,48,56,"22º21'45.536""S","60º1'10.806""W"
Oficial,1,Concepción,Yby Yaú,ESCUELA BÁSICA N° 1311 MÁRTIRES DE CERRO CORÁ,57,49,57,62,47,53,"22º58'19.754""S","56º32'24.721""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3688 SUECIA,57,55,53,56,50,54,"25º24'35.076""S","57º28'37.328""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2372 LA RESIDENTA,50,56,51,58,56,52,"25º17'31.773""S","57º27'2.728""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 3424 SAN BLAS,48,54,64,50,51,56,"25º24'52.764""S","57º33'23.261""W"
Oficial,16,Boquerón,Filadelfia,ESCUELA BÁSICA N° 3840 DEPARTAMENTAL BOQUERÓN,77,44,38,37,79,47,"22º22'0.110""S","60º2'14.033""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 808 DOCTOR BERNARDO OCAMPOS,53,56,52,60,51,49,"25º21'7.95""S","57º35'47.736""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 115 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,48,55,52,60,54,51,"25º15'57.378""S","57º29'40.761""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 4089 ESPÍRITU SANTO,66,53,50,56,50,45,"25º28'42.89""S","54º47'25.747""W"
